price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
1 159 500 zł;Cena za m²: 17951.7 zł/m²;64,59;3;1;Wtórny;;Blok;"OPIS
BUDYNEK
Budynek przy ul. A. Mickiewicza 64 znajduje się na pięknym osiedlu Marymont Potok. Budynek został kilka lat temu całkowicie odnowiony. Budynek ma 12 pięter. Jest starannie zaprojektowany z myślą o wygodzie i potrzebach mieszkańców. Ma trzy klatki, a w każdej z nich znajduje się przestronna i nowoczesna winda. Dodatkową przestrzeń do wypoczynku zapewnią prywatne balkony, oraz zieleń otaczająca osiedle. Do dyspozycji mieszkańców przewidziane są miejsca postojowe na zamkniętym parkingu przed budynkiem.

MIESZKANIE NR 59 | 1 piętro | 64,59 m2
Składa się z widnego salonu od strony zachodniej z balkonem zabudowanym szkłem, dwóch dodatkowych pokoi od strony wschodniej, widnej kuchni, łazienki, ubikacji i przedpokoju. Mieszkanie zostało niedawno odnowione (wszystkie pomieszczenia zostały na nowo pomalowane). Podłogi w pokojach i przedpokoju wykonane są z klepki dębowej.
Do mieszkania przynależy piwnica, znajdująca się w suterenie budynku.
Mieszkanie nie jest umeblowane, przeznaczone do własnej aranżacji.

– salon (18,36 m2)
– pierwszy pokój (11,28 m2)
– drugi pokój (10,70 m2)
– kuchnia (8,59 m2)
– łazienka (3,32 m2)
– ubikacja (1,47 m2)
– przedpokój (10,87 m2)
– dodatkowo balkon (3,72 m2)
– piwnica

STANDARD WYKOŃCZENIA:
– mieszkanie w stanie odnowionym
– wszystkie media miejskie, w tym łącze światłowodowe na klatce
– trzy szybowe okna
– domofon

LOKALIZACJA:
Inwestycja zlokalizowana na warszawskim Osiedlu Marymont Potok. Dojazd do centrum Warszawy zajmuje około 15 - 20 minut samochodem, a w pobliżu dostępne są wszystkie niezbędne udogodnienia. Stacje metra Marymont i Plac Wilsona znajdują się w odległości ok. 850 m. Przystanek autobusowy i tramwajowy znajduje się 100 metrów od budynku. Na osiedlu jest duży sklep spożywczy Top Market, a w pobliżu osiedla liczne sklepy, centrum Hala Marymoncka, szkoły, przychodnie zdrowia, siłownia i wiele więcej. W pobliżu mieści się także szkoła podstawowa, do której można dotrzeć piechotą w kilka minut. Niedaleko, znajdują się liczne tereny zielone, w tym Park Kępa Potocka, Lasek Bielański, Park Harcerskiej Poczty Polowej Powstania Warszawskiego. Osiedle Marymont Potok łączy w sobie spokój zielonej okolicy z dostępem do wszystkich niezbędnych udogodnień, tworząc idealne warunki do życia zarówno dla rodzin, jak i osób ceniących komfort oraz bliskość natury.";Żoliborz;;https://www.olx.pl/d/oferta/piekne-mieszkanie-3-pokojowe-warszawa-zoliborz-marymont-potok-CID3-ID153zBH.html
489 000 zł;Cena za m²: 11926.83 zł/m²;41;2;Suterena;Wtórny;;Kamienica;"OPIS
Apartament w przyziemiu o powierzchni 41 m2 położony w przedwojennym budynku kamienicy wybudowanej w modernistycznym stylu.

Budynek przechodzi obecnie remont wszystkich części wspólnych – nowy dach, elewacja, stolarka okienna, izolacja fundamentów, nowe ogrodzenie i zaprojektowana część zielona.

Działka otoczona drzewami (lipy i sosny) znajduje się w warszawskiej Radości w pobliżu Mazowieckiego Parku Krajobrazowego. Lokalizacja zapewnia ciszę i śpiew ptaków, spacery w sosnowym lesie i szybką komunikację z centrum – w odległości 800 metrów znajduje się stacja PKP Miedzeszyn, 900 metrów dzieli nas do stacji PKP Radość (połączenie SKM do Śródmieścia zajmuje mniej niż 30 minut), a przystanek autobusowy jest w odległości zaledwie 400 metrów (ul. Izbicka).

Ostatni dostępny lokal znajduje się w przyziemiu, która położona jest w większości powyżej terenu wokół budynku, ma powierzchnię ok. 41 m2 i składa się z sypialni, pokoju dziennego z aneksem kuchennym, a także widnej łazienki.

Mieszkanie przechodzi właśnie remont generalny i oddane zostanie w stanie „pod klucz”, gotowe do zamieszkania.

Modernistyczny styl i leśne otoczenie nadają pomieszczeniom niezwykłego charakteru.

Obszerna działka zostanie uporządkowana, wykonane zostaną nasadzenia, wiata śmietnikowa, dedykowane części wspólne oraz wyznaczone miejsca parkingowe.

Do mieszkania przypisane jest obowiązkowe miejsce parkingowe dodatkowo płatne w cenie 15.000 PLN.

Zapraszam na prezentację tel: 50*******01";Wawer;2025-03-20;https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-po-remoncie-w-radosci-CID3-ID150IUZ.html
855 000 zł do negocjacji;Cena za m²: 15267.86 zł/m²;56;3;9;Wtórny;;Blok;"OPIS
Sprzedam mieszkanie 3 pokojowe o powierzchni 56m2, przy ulicy Kondratowicza na Bródnie przy stacji metra KONDRATOWICZA.
Blok wybudowany w 1975 roku.

Mieszkanie usytuowane jest na 8 piętrze 10-cio piętrowego bloku z nową windą.

Mieszkanie posiada bardzo dobry układ pomieszczeń. Składa się z widnej kuchni połączonej z salonem,do którego przylega duży balkon, dwóch sypialni, łazienki z wanną I przedpokoju.

W mieszkaniu została zainstalowana nowa klimatyzacja.

Mieszkanie jest świeżo po generalnym remoncie. Wymieniona cała instalacja elektryczna, hydrauliczna i gazowa.
Mieszkanie gotowe do zamieszkania.

Mieszkanie znajduje się w bardzo dobrej lokalizacji - przy wejściu do stacji metra,w pobliżu liczne przystanki autobusowe,dzięki czemu można w szybki sposób dostać się do Śródmieścia oraz innych części Warszawy.
W pobliżu budynku znajdują się liczne apteki, sklepy, szkoły i przedszkola, a po drugiej stronie ulicy jest szpital Bródnowski.

Sten prawny lokalu to pełna własność z KW i uregulowanymi gruntami ( przy zakupie można się posiłkować kredytem ).Mieszkanie posiada piwnicę oraz miejsce parkingowe przy bloku na parkingu społecznym strzeżonym przez 24h.

Czynsz do spółdzielni mieszkaniowej ok. 700zł za 2 osoby.

Więcej szczegółów dotyczących mieszkania pod numerem telefonu 51********28
Zapraszam do kontaktu i obejrzenia na żywo.";Targówek;2025-03-13;https://www.olx.pl/d/oferta/sprzedam-mieszkanie-56m2-przy-metrze-kondratowicza-CID3-ID14TWDS.html
1 098 000 zł do negocjacji;Cena za m²: 15464.79 zł/m²;71;3;8;Wtórny;;Blok;"OPIS
* Przestronne i słoneczne mieszkanie z widokiem na panoramę Bielan *
Chcesz mieszkać z pięknym widokiem z okna? Świetnie położonym i skomunikowanym?
To mieszkanie Cię zachwyci!

• Przestronne trzy pokoje z dużymi oknami
• Mieszkanie pięknie doświetlone (ekspozycja płd. I płd.-zach)
• Świetnia komunikacja - w centrum jesteś w 15 minut
• Stacja Metra 5 min spacerkiem
• Piękny widok na panoramę Bielan i Warszawy
• Cicha i spokojna okolica - idealna do relaksu
• Żłobek, przedszkole, szkoła podstawowa, liceum - wszystko jest na miejscu
• Wszystko czego potrzebujesz jest na miejscu, ale jeśli chcesz to w centrum jesteś w 15 minut
• Obok park, ładny staw, siłownia pod chmurką i tereny zielone - idealne dla osób aktywnych i ceniących przyrodę
• Mieszkanie, które spełni Twoje marzenia o idealnym domu

• Możesz OSZCZĘDZIĆ od 34'500 zł do 57'000 zł* na prowizji pośrednika bo sprzedaję bezpośrednio!

Przestronne, ustawne i słoneczne mieszkanie w warszawskiej dzielnicy Bielany przy ul. Dantego.

Komfortowe mieszkanie o powierzchni 70.90 m² o południowo-zachodniej ekspozycji, składające się z 3 pokoi, w tym pokoju dziennego 23.80 m², dwóch pokoi po 11.10 m², oddzielnej kuchni 6.60 m², łazienki (2.60 m²), WC (1.50 m²) i przedpokoju o powierzchni 10,80 m² i oddzielna garderoba 3,9 m².

Pokój dzienny z dużym balkonem o południowej ekspozycji z szerokim widokiem na panoramę Bielan świetnie nadaje się na chwilę odpoczynku przy popołudniowej kawie
Dodatkowo komórka lokatorska o powierzchni 2.03 m².

Osoby ceniące komfort i przestrzeń świetnie się tu odnajdą: duże (ale nie ogromne) pokoje, funkcjonalny układ i dodatkowe pomieszczenia, takie jak garderoba (czy spiżarnia), zapewniają wygodę.

Mieszkanie położone w świetnej lokalizacji:
- stacja Metra (420 metrów)
- liczne połączenia autobusowe (400 m)
- bazarek Wolumen ze dostawami świeżych warzyw, owoców od lokalnych dostawców (400 m)
- liczne sklepy w okolicy: Biedronka (140 m), Lidl (750m), Carrefour (900 m)
- apteka (140 m)
- kompleks sportowy, w tym basen, CSR Bielany (700 m)
- szkoła podstawowa (300 m),
- przedszkole (300 m)
- liceum ogólnokształcące (500 m)
- bliskość Parku Bielańskiego (900 m)
- Akademia Wychowania Fizycznego (2 km)
- Szpital Bielański (1,4 km)
- przychodnie zdrowia państwowe i prywatne
- Galeria Handlowa Północna

Świetna komunikacja i pełna infrastruktura w okolicy. Idealne dla rodziny z dziećmi, dzięki bliskości przedszkoli, szkół i placów zabaw.

Mieszkanie jest słoneczne i przytulne, z pięknym widokiem z 8. piętra, stwarzając idealne warunki do życia.

Zapewnij sobie bezpieczeństwo i komfort na miejscu i świetną komunikację z Centrum miasta.

Oferta mieszkania jest dostępna na wielu portalach bez pośredników i ekstra prowizji.

* Sprzedaż bez pośrednika. Możesz oszczędzić od ok. 34'000 zł do 57'400 zł - tyle wynosi wartość typowej prowizji 3-5%, którą zapłacisz pośrednikowi dla nieruchomości o tej wartości. Czy warto? No raczej warto!

Nie zwlekaj, to okazja, której nie możesz przegapić!
Zadzwoń już teraz i umów się na obejrzenie! :)";Bielany;2025-03-21;https://www.olx.pl/d/oferta/sloneczne-mieszkanie-m3-z-widokiem-kolo-metra-warszawa-bielany-CID3-ID14AhkW.html
820 000 zł;Cena za m²: 17409.77 zł/m²;47,10;2;5;Wtórny;;Blok;"OPIS
Piękne, nowoczesne mieszkanie o wysokim standardzie na sprzedaż Warszawa - Ursus

Sprzedaż bezpośrednia.
Księga wieczysta.
Mieszkanie jest gotowe do zamieszkania, nie wymaga żadnych nakładów finansowych.
W cenie komórka lokatorska 3 m2 z podwójnymi drzwiami i oświetleniem.
Parking z ogólnodostępnymi miejscami 50 metrów od bloku.

Salon z kuchnią, łazienką i sypialnią zaprojektowane przez projektanta, meble zrobione na wymiar. Dzięki temu mieszkanie jest bardzo funkcjonalne i wygodne. Mieszkanie jest w pełni umeblowane (meble zostają w mieszkaniu), kuchnia w pełni wyposażona w sprzęt AGD (zmywarka, lodówka, płyta ceramiczna wraz z piekarnikiem). W przedpokoju duża szafa i dodatkowe pomieszczenie (garderoba).
Okna mieszkania wychodzą na południowy zachód, dzięki temu jest bardzo widno. W salonie ponadto znajdują się 4 duże okna dachowe. Wszystkie okna drewniane. Zamontowane rolety przeciwsłoneczne, dzięki którym popołudniowe słońce nie wchodzi do mieszkania a latem obniżają temperaturę.
Balkon 4m2, bardzo słoneczny.

Okolica cicha i spokojna, dobrze skomunikowana, blisko sklepy spożywcze, punkty usługowe, placówki edukacyjne oraz przystanki komunikacji publicznej a paczkomat i żabka w bloku obok 30 metrów od wyjścia z klatki. Do ścisłego centrum Warszawy 15 min Szybką Koleją Miejską lub Kolejami Mazowieckimi.

Agencjom dziękuję.

cena: 820000 zł

Powierzchnia: 47,1 m²
Piętro: 5/5
Liczba pokoi: 2
Rok budowy: 2005
Winda: Tak
Generalny remont 2022
Stan mieszkania: wysoki standard
Forma własności: własnościowe KW
okna: drewniane, w salonie skosy
Powierzchnia dodatkowa: balkon, komórka lokatorska
Czynsz: 800 zł przy dwóch osobach
Kuchnia: aneks kuchenny
Media: centralne ogrzewanie
Bezpieczeństwo: domofon

Lokalizacja

• Adres: Magnacka 2 , Warszawa, Ursus";Ursus;2025-03-18;https://www.olx.pl/d/oferta/piekne-nowoczesne-mieszkanie-na-sprzedaz-warszawa-ursus-CID3-ID14E8fd.html
900 000 zł do negocjacji;Cena za m²: 18750 zł/m²;48;3;2;Wtórny;;Blok;"OPIS
Dzień dobry ,
Mam na sprzedaż swoje mieszkanie 3 pokoje 47m usytuowane na pięknym zielonym osiedlu w Warszawie na Żoliborzu przy Ul.Izabelli.
Rozkład mieszkania jest dwustronny ,wsch-poł.zachód.
Oddzielnie widna kuchnia ,wc, łazienka .balkon z pokoju dziennego
Mieszkanie w bloku z lat 70. Piętro 2 z 4 (bez windy)
Okna PCV, piony wszystko wymienione - PCV,w mieszkaniu znajduje się gaz.
Wysokość pomieszczeń 2.50cm
Na parterze znajduje się dla mieszkańców zamykana wózkownia .
Duża piwnica 6m2
Z tyłu za blokiem parking ogólnodostępny,dodatkowo pilot do parkingu dla mieszkańców, z czasem istnieje możliwość zakupu miejsca parkingowego w abonamencie do lokalu.
Spółdzielcze prawo własnościowe do lokalu bez kw, z możliwością założenia kw przez przyszłego właściciela przy akcie notarialnym ,dodatkowo w przyszłości istnieje możliwość wyodrębnienia własności ,spółdzielnia ma grunty uregulowane.

Mieszkanie znajduje się w bardzo dobrym punkcie komunikacyjnym ,do metra włościańska spacerem 15 minut, do metra pl Wilsona 5 min autobusem.
Bardzo blisko przystanki tramwajowe i autobusowe zaledwie 5 minut spacerem przez osiedle.
Bardzo dobry dojazd do centrum.
Blisko galeria Żoliborz, sklepy spożywcze ,apteka,fryzjer ,kosmetyczka,restauracje.Nieopodal znajduje się przedszkole ,dwie szkoły podstawowe i liceum.
Dojazd do CH Westfield Arkadia zajmuje nam 5 minut autem. 3 przystanki tramwajem.

Mieszkanie jest do remontu ,nie musimy ograniczać się do tego co już jest ,wiadomo że kupujemy dla siebie aby cieszyć się z mieszkania i od razu aranżujemy je do swoich potrzeb i według swojego gustu.
Lokal stoi pusty.
Czynsz miesięczny z zaliczkami i opłatą za śmieci wynosi około 700 zł
Sąsiedzi są bardzo mili ,eleganccy i spokojni.
Dodatkowo zdjęcie poglądowe mieszkania-wizualizacja pomieszczeń.
Sprzedaję Bezpośrednio prywatnie swoje mieszkanie ,nie współpracuję z agencjami i pośrednikami.
Tel 88*******40";Żoliborz;2025-03-22;https://www.olx.pl/d/oferta/mieszkanie-3-pokoje-warszawa-zoliborz-bezposrednio-CID3-ID14VEjw.html
1 150 000 zł;Cena za m²: 22917.5 zł/m²;50,18;2;1;Wtórny;;Apartamentowiec;"OPIS
Na sprzedaż mieszkanie o powierzchni 50,18 m² położone w nowoczesnym apartamentowcu.
Lokal składa się z:
- jasnego salonu z kuchnią,
- wygodnej sypialni,
- łazienki z WC,
- przedpokoju.

Dodatkowe atuty to taras o powierzchni 40 m² oraz loggia 3,54 m², które oferują przestrzeń na odpoczynek.
NA ŻYCZENIE KUPUJĄCEGO MIESZKANIE ZOSTANIE WYKOŃCZONE POD OKIEM PROFESJONALNEGO PROJEKTANTA WNĘTRZ.
Lokalizacja:
Mieszkanie zlokalizowane przy ul. Kolejowej 19 oferuje świetny dostęp do komunikacji:
- Metro Rondo Daszyńskiego – 8 minut,
- Dworzec Zachodni – 15 minut,
- Lotnisko Chopina – 25 minut.

W pobliżu znajdują się sklepy, restauracje, centra fitness i tereny zielone.

Budynek:
Mieszkanie znajduje się na osiedlu „Kolej na 19” oddanym do użytkowania w 2024 roku. Kameralne budynki, piękne elewacje i wysokiej jakości wykończenie to wyróżniki tej inwestycji.

Do mieszkania przynależy miejsce parkingowe w hali garażowej dodatkowo płatne 80 000 zł.";Ochota;2025-03-22;https://www.olx.pl/d/oferta/bez-pcc-bezposrednio-2-pokoje-CID3-ID14VvAE.html
;;;;;;;;;;;https://www.olx.pl/d/oferta/jasne-mieszkanie-warszawa-tarchomin-ul-swiatowida-3-pokoje-CID3-ID11DYSM.html
;;;;;;;;;;;https://www.olx.pl/d/oferta/kawalerka-ul-garwolinska-14-CID3-ID14ZQJl.html
;;;;;;;;;;;https://www.olx.pl/d/oferta/mieszkanie-po-remoncie-na-okeciu-CID3-ID153ehv.html
1 350 000 zł;Cena za m²: 18493.15 zł/m²;73;3;3;Wtórny;;Blok;"OPIS
Ogłoszenie bezpośrednio od właściciela, wszystkim pośrednikom i agencjom dziękuję- proszę nie dzwonić!!

Podstawowe informacje:
Oferuję do sprzedania 3 pokojowe mieszkanie o powierzchni 73 m2. Lokal położony jest na trzecim piętrze w bloku z 2008 r. z windą. W skład mieszkania wchodzą trzy niezależne duże pokoje, oddzielna widna kuchnia, łazienka z wanną, toaleta, przedpokój oraz przestronny balkon.
Dadatkowym atutem mieszkania jest miejsce postojowe w podziemnym garażu dodatkowo płatne 40 000 zł (zakup nie obligatoryjny, oddzielna KW na garaż).Blokiem zarządza Wspólnota mieszkaniowa, jest monitoring oraz 24 h ochrona. Na poziome 0 liczne sklepy i punkty usługowe.

Opis mieszkania:

Mieszkanie posiada bardzo funkcjonalny układ pomieszczeń oraz jest bardzo przestronne , okna wychodzą na dwie strony budynku. Dwa pokoje i kuchnia wychodzą na ciche wewnętrzne patio. Od tej samej strony znajduje się też balkon, na którym można wypocząć na świeżym powietrzu w ciszy zdala od ulicznego ruchu.
Z dużego holu zabudowanego w pojemną szafę można dostać się do wszystkich pomieszczeń.
To idealny wybór dla rodziny 2+2
Dla zwolenników otwartych przestrzeni istnieje możliwość otwarcia kuchni na salon i stworzenia jednego przestronnego pomieszczenia
Kuchnia zabudowana i zrobiona pod wymiar przez stolarza (właściciela) z wykorzystaniem wysokiej jakości materiałów i sprzętu.
Pokoje wyposażone w duże pojemne szafy zapewniające dodatkowe miejsce do przechowywania.
Łazienka z wanną z możliwością wzięcia prysznica.
Stan techniczny lokalu jest dobry, można od razu się wprowadzić bez większych nakładów.

Lokalizacja:
Mieszkanie położone jest w świetnym punkcie komunikacyjnym, w samym sercu Sadyby.
Bliskie sąsiedztwo Parku Stanisława Dygata, czyni to miejsce idealnym dla rodzin z dziećmi. Dodatkowo w pobliżu znajdują się liczne place zabaw, szkoły w tym międzynarodowe, żłobki. Tuż obok znajduje się Centrum Handlowe Sadyba Best Mall, kino, kino IMAX – jedyne w Warszawie, poczta, apteka i liczne punkty handlowo-usługowe zapewniające dostęp do rzeczy pierwszej potrzeby. W bliskiej okolicy znajduje się Jeziorko Czerniakowskie.
Zapraszam do kontaktu i obejrzenia mieszkania";Mokotów;;https://www.olx.pl/d/oferta/3-pokoje-73-m2-w-swietnej-lokalizacji-na-sadybie-CID3-ID14HPz1.html
545 000 zł;Cena za m²: 18166.67 zł/m²;30;2;7;Wtórny;;Blok;"OPIS
SPRZEDAM w pełni wyposażone dwupokojowe mieszkanie z balkonem na 7 z 10 pięter (2 windy), w świetnej lokalizacji na ul. Markowskiej 6:

POMIESZCZENIA I WYPOSAŻENIE:
- aneks kuchenny (płyta indukcyjna, duża lodówka z zamrażalnikiem No Frost, czajnik elektryczny)
- salon (telewizor, duża rozkładana kanapa, ława, KLIMATYZACJA)
- łazienka (prysznic, pralka)
- sypialnia (szafa, komoda, biurko, krzesło, komfortowy wysoki materac 120x200x30)
- balkon

Do mieszkania przynależy również komórka lokatorska. Przed blokiem znajdują się miejsca postojowe dla mieszkańców, dodatkowo jest możliwość wykupienia miejsca postojowego na strzeżonym parkingu przy bloku.

Dodatkowym atutem mieszkania jest klimatyczny widok na panoramę centrum Warszawy.

Czynsz na 2025 r. wynosi 560 zł. Budynek został wybudowany w 1969 r, spółdzielcze własnościowe prawo do lokalu mieszkalnego.

KOMUNIKACJA:
Dworzec Warszawa Wschodnia – 350 m
Metro Dworzec Wileński – 700 m
Przystanek tramwajowy (Kijowska 15) – 300 m
oraz liczne przystanki autobusowe i wokół osiedla

ROZRYWKA:
Centrum Praskie Koneser – 300 m

SKLEPY:
Centrum handlowe – 700 m
Biedronka (Dw. Wschodni) – 350 m
Żabki (sąsiedni blok, skrzyżowanie)

OKOLICA:
Mieszkanie znajduje się w kulturowym centrum Pragi, wokół wiele miejsc, gdzie można wyjść ze znajomymi lub dobrze zjeść. Niedaleko znajduje się również Park Skaryszewski kuszący zielenią i Jeziorkiem Kamionkowskim oraz Stadion Narodowy. Limit znaków mógłby nie wystarczyć, aby opisać wszystkie lokale usługowe oraz dogodności w pobliżu, z tego względu w galerii umieszczam poglądową mapkę.

Możliwość obejrzenia mieszkania 23 marca 2025

ZAPRASZAM DO KONTAKTU!";Praga-Północ;2025-03-18;https://www.olx.pl/d/oferta/2-pokoje-z-balkonem-dworzec-wschodni-klimatyzacja-CID3-ID14YjFN.html
