price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
997 700 zł;Cena za m²: 20699.17 zł/m²;48,20;2;10;Wtórny;Nie;Blok;"OPIS
Najważniejsze zalety tej nieruchomości:
- mieszkanie po przeprowadzonym generalnym remoncie (obejmującym także wymianę instalacji elektrycznej oraz wodno - kanalizacyjnej i położenie gładzi na ścianach) dzięki czemu można w nim od razu zamieszkać,

- na metrażu 48,2 m2 zaaranżowano dwie sypialnie, otwartą przestrzeń obejmującą jadalnię z aneksem kuchennym oraz łazienkę, w wyniku czego, mieszkanie jest niezwykle przestrzenne,

- narożny układ mieszkania, (jedynie ściana kuchenna i łazienka graniczy z sąsiadem) oraz ostatnie piętro, sprawia, że mieszkanie jest idealne dla osób ceniących ciszę i spokój,

- balkon oraz genialny widok na Warszawskie City, zapewniają przestronną panoramę Śródmieścia,

- mieszkanie z założoną księgą wieczystą, dzięki czemu, można zakupić go posiłkując się kredytem hipotecznym,

- dla miłośników porządku i harmonii w mieszkaniu, piwnica będzie nieodzownym atutem ( powierzchnia 2,65 m2)

- komfort mieszkańców poprawiają dwie nowe windy oraz monitoring,

- doskonała komunikacja miejska, zapewniająca komfortowe poruszanie się po śródmieściu oraz w każdą stronę Warszawy (liczne tramwaje i autobusy, do stacji metra zaledwie 1,3 km (zarówno do stacji Ratusz Arsenał jak i Rondo Daszyńskiego).

Zapraszam na prezentację";Wola;2025-03-24;https://www.olx.pl/oferta/dwie-sypialnie-i-jadalnia-z-kuchnia-x-ostatnie-pietro-z-widokiem-CID3-ID10s49j.html
867 000 zł;Cena za m²: 17902.13 zł/m²;48,43;3;3;Wtórny;Nie;Blok;"OPIS
Opis nieruchomości
Na sprzedaż 3 pokojowe mieszkanie, o powierzchni 48,43 m² z balkonem, położone na w dzielnicy
Ursynów (Róg Ciszewskiego/Rosoła) na przeciwko basenu SGGW (adres ul. Ciszewskiego 9).
Lokal jest częścią nowoczesnej inwestycji Ursynów # 22 . Mieszkanie w stanie deweloperskim
(rok odbioru budowy 2025), co daje możliwość dowolnej aranżacji wnętrza według własnych potrzeb
i gustu.
Bliskość SGGW, a także doskonała komunikacja z centrum Warszawy (tylko dwa przystanki do stacji metra Stokłosy) sprawiają, że lokalizacja ta jest idealna zarówno dla młodych ludzi, jak i rodzin
z dziećmi.
Do mieszkania przynależy miejsce postojowe w hali garażowej - płatne dodatkowo 48 000,00 zł
Pełna własność- osoba fizyczna.
Sprzedaż na zasadzie cesji praw.

Mieszkanie
Powierzchnia po geodezyjnej inwentaryzacji przy odbiorze 48,43 m² :
Salon z aneksem kuchennym 19,50 m²
Sypialnia (1) 8,85 m²
Sypialnia (2) 7,79 m²
Łazienka 4,60 m²
Hol 7,69 m²
Balkon 8,47 m²

Proszę dzwonić:
od poniedziałku do piątku po godzinie 17.00,
sobota, niedziela od godziny 8.00.";Ursynów;2025-03-27;https://www.olx.pl/oferta/sprzedam-3-pokojowe-mieszkanie-na-ursynowie-ul-ciszewskiego-9-CID3-ID1593zc.html
803 400 zł do negocjacji;Cena za m²: 15991.24 zł/m²;50,24;2;5;Wtórny;Nie;Kamienica;"OPIS
Mieszkanie dwupokojowe w kamienicy na Starej Ochocie przy ul. Radomskiej 8, w niedalekim sąsiedztwie ulicy Grójeckiej. Okolica cicha i zielona. Bardzo dobra komunikacja z Centrum i z lotniskiem.
Mieszkanie ciche i słoneczne, usytuowane na 4 piętrze pięciopiętrowego budynku. Wszystkie okna w mieszkaniu usytuowane są od strony ulicy Radomskiej.
Powierzchnia mieszkania to 50,24 m2, w tym dwa pokoje o powierzchni odpowiednio 15 m2 i 14 m2. Kuchnia oddzielna o powierzchni ok 11 m2. Wysokość mieszkania to ok 3,1 m.
Stan techniczny mieszkania – do remontu.
W załączaniu rzut mieszkania oraz przykładowa koncepcja układu funkcjonalnego mieszkania i przykładowe wizualizacje stanu docelowego po remoncie.
W części wspólnej budynku wymienione zostały wszystkie instalacje. W 2023 roku została również wymieniona winda. Wspólnota Mieszkaniowa zebrała już pieniądze i bieżącym roku zostanie wykonany remont klatki schodowej.";Ochota;;https://www.olx.pl/oferta/mieszkanie-2-pokoje-50-24-m2-stara-ochota-do-remontu-CID3-ID14IYw4.html
549 000 zł;Cena za m²: 15250 zł/m²;36;2;8;Wtórny;Nie;Blok;"OPIS
Lokalizacja: Warszawa Wola ul. Obozowa
Powierzchnia 36 m2
Liczba pokoi:2 pokoje
Piętro 8 z 9
Rok budowy: 1970 r.

Do sprzedaży mieszkanie położone w świetnej lokalizacji, tuż przy ul. Obozowej, stacji PKP Warszawa Koło oraz trasie Prymasa Tysiąclecia.

Dla osób ceniących aktywność fizyczną, do dyspozycji Lasek na Kole oraz Park Moczydło!

Mieszkanie idealne na wynajem, z uwagi na duże możliwości aranżacyjne: do dyspozycji są dwa pokoje, oddzielna jasna kuchnia oraz łazienka i przedpokój.
Mieszkanie narożne - oczywiście wymaga generalnego remontu (parkiet można uratować).

Stan prawny to spółdzielcze - własnościowe prawo do lokalu, można zarówno założyć księgę wieczystą jak i ustanowić odrębną własność lokalu.

Dużym atutem jest balkon oraz przestrzenny widok na panoramę Warszawy.";Wola;2025-03-20;https://www.olx.pl/oferta/lasek-na-kole-pkp-kolo-2-oddzielne-pokoje-kuchnia-balkon-ul-obozowa-CID3-ID13XZNZ.html
1 290 000 zł do negocjacji;Cena za m²: 18695.65 zł/m²;69;3;Parter;Wtórny;Tak;Apartamentowiec;"OPIS
SPRZEDAZ BEZPOSREDNIO OD WLASCICIELA
Sprzedam mieszkanie 3 pokojowe wykończone w wysokim standardzie, gotowe do zamieszkania.
Mieszkanie znajduje sie na pograniczu Ochoty i Wloch na zamknietym strzezonym osiedlu przy ulicy Instalatorow.
Mieszkanie znajduje się na parterze w 6-piętrowym budynku z windą i garażem podziemnym. Mieszkanie ma funkcjonalny układ idealne dla 3-4 osobowej rodziny.
Na powierzchnię 69 m2 składa się salon z aneksem kuchennym, sypialnia, pokoj dzieciecy, lazienka z wanna, wc oraz garderoba.
W kuchni sa meble kuchenne wykonane na zamowienie, wyposazenie zawiera wszelkie sprzety RTV i AGD.
W pokojach na podlodze deska barlinecka, na scianach polozone gladzie, w przedpokoju i kuchni oraz lazenkach na podlodze polozony jest gres. W przedpokoju, sypialni zamontowane szafy na wymar.
Do mieszkania przynalezy ogrodek z ktorego rozciaga sie widok na zielen, w ktorym nie słychać szumu ulicznego, daje to poczucie odpoczynku, zapewnia cisze i spokoj.
Do mieszkania przynależy również komórka lokatorska oraz miejsce garażowe podziemne, które są dodatkowo płatne (komórka 20 000 oraz 60 000 za miejsce garażowe).
Gotowe do zamieszkania od 1.04.2025.
Stan prawny nieruchomości: Własność (KW)
W okolicy świetny dostęp i szybki dojazd do Sklepów, Gastronomii, Usług, Szkół i Komunikacji Miejskiej. Pod blokiem przystanek autobusowy.";Włochy;;https://www.olx.pl/oferta/nowe-bez-prowizji-3pok-ogrodek-gotowe-do-zamieszkania-rakow-CID3-ID12DWHL.html
629 000 zł do negocjacji;Cena za m²: 13709.68 zł/m²;45,88;2;1;Wtórny;Tak;Pozostałe;"OPIS
Oferuję bezpośrednio do sprzedaży przestronne 2-pokojowego mieszkanie o powierzchni 45,88 m², położone na wygodnym pierwszym piętrze w czteropiętrowym budynku przy ul. Gościeradowskiej 19,
w spokojnej i zielonej okolicy Targówka, na Bródnie.

Mieszkanie jest dwustronne, charakteryzuje się funkcjonalnym układem pomieszczeń oraz dużą ilością naturalnego światła. Dzięki ekspozycji na wschód i zachód jest dobrze doświetlone przez cały dzień. W salonie znajduje się szafa wnękowa i regał, co zapewnia dodatkową przestrzeń do przechowywania. Mieszkanie zostało 2 lata temu gruntownie odświeżone.
Obecnie mieszkanie jest wynajmowane, a najemcy chętnie przedłużą umowę, jeśli nowy właściciel zdecyduje się na kontynuację najmu.

Lokalizacja:
Mieszkanie znajduje się w cichej okolicy, ale z doskonałą komunikacją z centrum Warszawy (7 km). W najbliższym otoczeniu znajdują się tereny zielone, które zapewniają spokojną atmosferę. Przystanek autobusowy Kołowa 02 (linia 169, 409, 500) jest zaledwie minutę od mieszkania, a stacja metra Trocka znajduje się w odległości zaledwie 10 minut pieszo. W pobliżu znajduje się również szkoła podstawowa.

W skład mieszkania wchodzi:
• Pokój dzienny z balkonem - ekspozycja na zachód
• Sypialnia - ekspozycja na zachód
• Jasna, oddzielna kuchnia - ekspozycja na wschód
• Łazienka (WC, wanna, pralka)
• Przedpokój
• Balkon
• Piwnica

Przed budynkiem znajdują się ogólnodostępne miejsca parkingowe.

Otoczenie i infrastruktura:
Targówek to dzielnica z świetnym dostępem do centrum Warszawy – podróż do centrum zajmuje tylko około 15 minut. W okolicy znajdują się m.in. Ośrodek Sportu i Rekreacji, Centrum Handlowe Targówek, Szpital Bródnowski, Lidl, Rossmann oraz Hangar 646. Tylko 5 minut od mieszkania znajduje się Park Stefana Wiecheckiego, idealne miejsce na spacery i aktywny wypoczynek.
W pobliżu dostępne są także szkoły, przedszkola, sklepy, restauracje i punkty usługowe. Dla miłośników kultury polecam Teatr Rampa.

Sprzedaż bezpośrednia od jedynego właściciela. Bez pośrednictwa Agencji.
Proszę o uszanowanie tej informacji.

W cenie sprzedaży pełne wyposażenie widoczne na zdjęciach.
Wystarczy się tylko przeprowadzić i mieszkać.";Targówek;2025-03-26;https://www.olx.pl/oferta/targowek-2-pokoje-blisko-metra-CID3-ID157cou.html
435 000 zł do negocjacji;Cena za m²: 16730.77 zł/m²;26;1;;Wtórny;Nie;Blok;"OPIS
Prywatnie oferuję słoneczne, ciepłe i ciche mieszkanko w super lokalizacji: Bielany, os. Wawrzyszew, al. Reymonta 21 (róg ul. Żeromskiego). Piętro IV z windą. Zadbany blok i otoczenie. Bezpłatny, duży parking. Grunt uregulowany.
Składa się z pokoju (ok. 17 m2), łazienki z wc (3 m), osobnej kuchni (3 m) i przedpokoju (3 m). Łącznie (wg dokumentów): 26,00 m2. Faktycznie: trochę więcej.
Kuchnia bez okna, wejście z przedpokoju, można ją otworzyć (ścianka działowa).
Stan mieszkania - częściowo do remontu: łazienka i kuchnia. Stan podłóg - dobry, okna i parapety - wymienione, podwójne drzwi wejściowe w dobrym stanie.
Bez balkonu i piwnicy.
Wszystkie media miejskie (jest gaz).
W pokoju są aż 4 okna - bardzo jasno, widok na zachód. Cicho - widok na podwórko. I ciepło - dzięki powiększonemu kaloryferowi. Dodatkowo: mieszkanie środkowe.
Tylko trzy lokale na klatce schodowej (żadnych łączników).
Piętro 4/10 z windą.
Blok z 1974 r., w zasobach WSM (największa warszawska spółdzielnia), w bardzo dobrym stanie: ocieplony, po wymianie pionów, wyremontowane klatki schodowe. Z dużym podwórzem (place zabaw, tereny spacerowe). Z przyblokowym darmowym, dużym parkingiem (teren nie objęty strefą płatnego parkowania). Jest też parking płatny w sąsiedztwie bloku - możliwość wynajęcia miejsca od WSM.
Blok z charakterystycznym muralem: kiedyś mieszkali w nim Anna Jantar, Jarosław Kukulski i Natalia Kukulska.
Budynek i jego okolice objęte monitoringiem.
Mieszkanie spółdzielcze własnościowe. Grunt uregulowany, należy do WSM. Można założyć księgę wieczystą i wziąć kredyt, można też lokal wyodrębnić.
Niski czynsz: 295 zł (w tym opłata za grunt), przy czym nikt nie mieszka (małe zaliczki na wodę). Realny czynsz dla 1 os. mieszkającej, to ok. 350-400 zł i 400-450 przy 2 os. I tak tanio.
W pobliżu m.in. liczne sklepy i markety (Leclerc, Galeria Młociny), lokale usługowe, przedszkola, szkoły, urzędy, kościół. W okolicy m.in. Park Lindego, Las Bielański i Kampinos.
Bardzo dobra komunikacja: autobusy (1 min pieszo, przy Wólczyńskiej i Reymonta), tramwaje i metro Wawrzyszew (5 min pieszo lub jeden przystanek autobusowy, przy Kasprowicza). Do centrum Warszawy można dotrzeć metrem w 20 min.
Mieszkanie bez zadłużenia, nikt nie mieszka, możliwa szybka transakcja.
Cena - do negocjacji.
Idealne pod wynajem, jako pierwsze dla młodych, ew. dla seniora.
Tel. do właściciela: 53*******18.";Bielany;2025-03-26;https://www.olx.pl/oferta/bezposrednio-kawalerka-z-winda-gruntem-parkingiem-metro-wawrzyszew-CID3-ID157mHb.html
2 195 000 zł do negocjacji;Cena za m²: 26445.78 zł/m²;83;3;5;Wtórny;Tak;Blok;"OPIS
Sprzedam Apartament 83 m² | Praga Północ, ul. Szwedzka 4

Bez pośredników – nie współpracuję z agencjami.

Na sprzedaż nowoczesne, 3-pokojowe mieszkanie o powierzchni 83 m², położone w budynku z 2021 roku na warszawskiej Pradze Północ (ul. Szwedzka 4). Pietro 5/5.

Rozkład pomieszczeń:

Salon,
Dwie sypialnie,
Kuchnia,
Łazienka z wanną i prysznicem,
Osobne WC,
Pralnia,
balkon (18 m²),
Garderoba.
Wysoki standard wykończenia:

Zaprojektowane od podstaw przez projektanta wnętrz,
Podłogi z dębu wędzonego,
Blaty z kamienia i spieku kwarcowego,
Meble wykonane na zamówienie,
Dwie klimatyzacje z jednostkami zewnętrznymi na dachu, co eliminuje hałas,
prywatna stacja ładowania pojazdów elektrycznych,
podgrzewana podłoga.
Lokalizacja:
Mieszkanie znajduje się w bardzo dobrze skomunikowanej okolicy. W pobliżu stacja metra, przystanki tramwajowe, autobusowe oraz SKM.

Dodatkowe informacje:
Do ceny mieszkania należy doliczyć:

Dwa miejsca postojowe w garażu podziemnym – 80 000 zł za każde,
Komórkę lokatorską obok mieszkania – 30 000 zł.
Mieszkanie gotowe do zamieszkania. Zapraszam do kontaktu.";Praga-Północ;;https://www.olx.pl/oferta/apartament-83-m2-metro-szwedzka-klimatyzacja-ladowanie-elektrykow-CID3-ID151Kef.html
819 000 zł;Cena za m²: 14625 zł/m²;56;3;6;Wtórny;Tak;Blok;"OPIS
KUPUJĄCY NIE PŁACI PROWIZJI
Funkcjonalne i pięknie doświetlone 3 pokojowe mieszkanie po częściowym remoncie, zrobionym trochę ponad rok temu. Bardzo ciche, mimo bliskości Alej Jerozolimskich. Kuchnia została przeniesiona i dzięki temu powstała śliczna łazienka z wanną i dużym oknem (wychodzącym na loggię). WC w oddzielnym pomieszczeniu. W kuchni (aneks) nowe szafki i cały sprzęt: zlew, armatura, płyta indukcyjna; okap, zmywarka, lodówka. Zlikwidowany gaz. Okna (PCV) wychodzą na 3 strony świata.
Salon z dużym oknem i wyjściem na loggię: ok. 5 m2. Dwie sypialnie. Trzecia została zlikwidowana aby stworzyć otwartą przestrzeń, w której można zrobić np. jadalnię, ale można przywrócić pierwotny układ uzyskując 3 sypialnie. Tylko jedna ściana nośna, można aranżować powierzchnię w dowolny sposób.
Na podłogę położono wykładzinę dywanową, ale pod nią jest klepka, którą można odnowić.
Drzwi wejściowe, nowe, antywłamaniowe, wysokiej klasy z nowymi zamkami. Do mieszkania należy bezpieczna i sucha piwnica, do której wchodzi się po otwarciu dwóch porządnych krat.
Budynek został docieplony. Wyremontowany dach. Nowa, cichobieżna winda. Oświetlenie klatek z czujnikiem ruchowym.
Woda i ogrzewanie miejskie.
Ochota jest obecnie bardzo pożądaną dzielnicą do zamieszkania. Doskonale sprawdzi się też jako mieszkanie inwestycyjne.
Świetne warunki komunikacyjne. Wokół dużo starej zieleni. Pełna infrastruktura; przychodnia zdrowia; sklepy itp. W niedalekiej odległości Park Pięciu Sióstr.
Czynsz wraz FR 800 zł
Stan prawny uregulowany. Księga wieczysta czysta.
Bardzo atrakcyjna cena, jeszcze do rozsądnych negocjacji.
UPRZEJMIE PROSZĘ AGENCJE NIERUCHOMOŚCI O NIEPROPONOWANIE WSPÓŁPRACY.";Ochota;2025-03-28;https://www.olx.pl/oferta/stara-ochota-funkcjonale-i-ciche-3-pokojowe-CID3-ID156GeL.html
797 000 zł do negocjacji;Cena za m²: 20035.19 zł/m²;39,78;1;1;Pierwotny;Nie;Blok;"OPIS
Na sprzedaż mieszkanie 39,78 m² + balkon 8,53 m²
Lokalizacja: ulica Okrzei
Inwestycja: Na Okrzei
Powierzchnia: 39,78 m² + balkon 8,53 m²
Ilość pokoi – 1 z możliwością wydzielenia osobnego pokoju.
Piętro: 1 z 8
Stan: deweloperski
Forma sprzedaży: cesja umowy deweloperskiej
Czynsz – około 450 PLN

Oddanie: gotowe
Świetna lokalizacja:
Wyjątkowe położenie mieszkania, pozwala na bardzo łatwy i szybki dostęp, zarówno do centrum miasta, innych części Warszawy, Starówki, Stadionu Narodowego jak i na klimatyczne spacery wzdłuż wybrzeża Wisły. Dla aktywnych trasy rowerowe oraz mnóstwo miejsc do uprawiania sportów.
W odległości 400 metrów znajduje się stacja II linii Metra.

Ulica Okrzei w najbliższym czasie zostanie przebudowana i stanie się główną trasą łączącą prawą z lewą częścią Warszawy. Detale można znaleźć w internecie ""Ulica Okrzei w nowej odsłonie""

Atrakcje i usługi w okolicy:
• Inwestycja znajduje się w nowoczesnym i malowniczym Porcie Praskim
• Metro Dworzec Wileński – 400 m
• Park Praski
• Zoo
• Starówka
• Stadion Narodowy
• Bulwary Wiślane do których przechodzimy nowo wybudowaną kładką
• W najbliższej okolicy dostępna jest cała infrastruktura usługowo-handlowa za czele z licznymi restauracjami i barami.
Zapraszam do kontaktu.";Praga-Północ;2025-03-29;https://www.olx.pl/oferta/mieszkanie-na-sprzedaz-39-78-m-balkon-8-53-m-CID3-ID14QWKc.html
599 000 zł;Cena za m²: 15358.97 zł/m²;39;2;2;Wtórny;Tak;Blok;"OPIS
Sprzedam bezpośrednio dwupokojowe mieszkanie o powierzchni 39 m kwadratowych na dzielnicy Białołęka, osiedle Wrzosowa Aleja przy ul. Kartograficznej 82. Mieszkanie na drugim piętrze posiada dwa pokoje, w tym salon z aneksem kuchennym oraz pokojem z oddzielnym wejściem. Blok oddany do użytku 4 lata temu. Mieszkanie gotowe do zamieszkania. Posiadam dwa miejsca postojowe (dodatkowo płatne).";Białołęka;;https://www.olx.pl/oferta/sprzedam-dwupokojowe-mieszkanie-na-bialolece-bezposrednio-CID3-ID154N0c.html
730 000 zł;Cena za m²: 13518.52 zł/m²;54;3;4;Wtórny;Tak;Blok;"OPIS
ROPONUJEMY PAŃSTWU DO ZAKUPU MIESZKANIE NA STEGNACH PRZY UL. CAPRI.
4 PIĘTRO BEZ WINDY.

IDEALNE DLA RODZINY Z DZIEĆMI / POD DZIAŁALNOŚĆ / DO WYNAJMU.

Dwustronne wsch/zach z dużą loggią.

Trzy osobne pokoje, widna kuchnia, łazienka, osobne wc.

Osobna widna kuchnia

Pokój I z wyjściem na loggię 17.5m2

Pokój II - 10m2.

Pokój III - 9m2.

Łazienka - kabina natryskowa, umywalka, pralka.

WC - 1.5m2

Przedpokój ok 7m2 z szafą wnękowa.

Cicho, zielono, bardzo duże przestrzenie między budynkami, miejsce postojowe na strzeżonym parkingu przed blokiem.

W okolicy : Mokpol, Biedronka, szkoła, przedszkole, świetny dojazd do centrum ( tramwaj, autobusy).

SERDECZNIE POLECAM I ZAPRASZAM NA PREZENTACJĘ. KLUCZE W BIURZE";Mokotów;2025-02-28;https://www.olx.pl/oferta/stegny-3-osobne-pokoje-loggia-ul-capri-blisko-tvn-CID3-ID14GAa4.html
399 000 zł do negocjacji;Cena za m²: 15346.15 zł/m²;26;1;5;Wtórny;Tak;Blok;"OPIS
Mieszkanie na 5 piętrze w 10-piętrowym wieżowcu.

Mieszkanie jest aktualnie wynajmowane ale może być sprzedane bez najemcy.

Mieszkanie wynajęte do 01 08 2025 r.
Czynsz najmu netto dla Właściciela 1550 PLN, opłaty dla administracji 590 PLN.

Blok ocieplony w bardzo dobrym stanie, winda. Bardzo dobra lokalizacja i widok. Mieszkanie w standardzie jak widać.
Mieszkanie z ""czystą"" księgą wieczystą. Piwnica wpisana do KW.

Możliwość obejrzenia mieszkania po wcześniejszym umówieniu terminu z najemcą

W związku z tym, że sprzedaję mieszkanie grzecznościowo w imieniu klienta dziękuję za kontakt i ewentualną pomoc przy sprzedaży pośrednikom oraz agencjom nieruchomości.";Praga-Południe;2025-03-19;https://www.olx.pl/oferta/kawalerka-ul-garwolinska-14-CID3-ID14ZQJl.html
896 800 zł do negocjacji;Cena za m²: 15200 zł/m²;59;3;3;Wtórny;Tak;Blok;"OPIS
Sprzedam Bezpośrednio mieszkanie zlokalizowane na Bielanach
Wrzeciono 57A
Mieszkanie po kapitalnym remoncie
Wymieniona Nowa Elektryka
Hydraulika
Tynki ,Gładzie.
W mieszkaniu zamontowana klimatyzacja
150 m las Bielański
15 minut pieszo metro
5 minut pieszo przystanki tramwajowe i autobusowe.
Nieruchomości składa się pokój , pokój,
Duży aneks z kuchnią, łazienka , oddzielnie pomieszczenie na pralnie , korytarz. Okolica dla ludzi ceniących spokój, ciszę i dużo zieleni.
Nieruchomość dla rodziny z dziećmi jak i dla Inwestora , możliwość wydzielenia 3 oddzielnego pokoju .
Konkretne osoby zapraszam do kontaktu telefonicznego i umówienia spotkania .";Bielany;;https://www.olx.pl/oferta/bezposrednio-sprzedam-mieszkanie-3-pokoje-bielany-blisko-metro-las-b-CID3-ID140j3A.html
